,author,statement,source,target
1858,Miriam Valverde,"['says', 'mark', 'kelly', 'wants', 'defund', 'police']",Martha McSally,pants-fire
1859,Bill McCarthy,"['if', 'mail', 'ballot', 'sunday', 'show', 'polling', 'station', 'tuesday', 'know', 'if', 'already', 'voted', 'friends', 'serious', 'concern', 'us']",Facebook posts,false
1860,Jill Terreri,"['cuomo', 'ended', 'cash', 'bail', '...', 'crime', 'rate', 'gone', 'roof']",Donald Trump,false
1861,Jessica Calefati,"['says', 'joe', 'biden', 'abandoned', 'scranton']",Donald Trump,pants-fire
1862,Eric Litke,"['video', 'showed', 'police', 'thank', 'kyle', 'rittenhouse', 'give', 'water', 'prior', 'killings']",Facebook posts,true
1863,Daniel Funke,"['17', 'years', 'old', 'kyle', 'rittenhouse', 'perfectly', 'legal', 'able', 'possess', 'rifle', 'without', 'parental', 'supervision']",Facebook posts,false
1864,D.L. Davis,"['says', 'gov', 'tony', 'evers', 'lt', 'gov', 'mandela', 'barnes', 'police', 'shooting', 'jacob', 'blake', 'call', 'peace', 'encourage', 'calm']",Howard Marklein,barely-true
1865,Samantha Putterman,"['two', 'mail', 'ballots', 'pa', 'sent', 'person', 'names', 'week', 'half', 'apart']",Facebook posts,half-true
1866,Jon Greenberg,"['suggests', 'alleged', 'kenosha', 'shooter', 'father', 'deputy', 'kenosha', 'sheriff', 'department']",Viral image,pants-fire
1867,Samantha Putterman,"['says', 'melania', 'trump', 'first', 'flotus', 'visit', 'troops', 'combat', 'zone', 'since', '1969']",Facebook posts,false
1868,Amy Sherman,"['says', 'jill', 'biden', 'said', 'americans', 'required', 'learn', 'spanish', 'we', 'win']",Facebook posts,pants-fire
1869,Miriam Valverde,"['says', 'joe', 'biden', 'even', 'talking', 'taking', 'wall']",Donald Trump,false
1870,Madison Czopek,"['...', '2013', 'obama', 'determined', 'social', 'security', 'would', 'send', 'checks', 'usps', 'secure']",Facebook posts,false
1871,Chris Nichols,"['trump', 'denies', 'fire', 'assistance', 'california', 'vote', 'helped', 'russia', 'wildfires', 'siberia']",Facebook posts,false
1872,Eric Litke,"['says', 'jacob', 'blake', 'shot', 'police', 'kenosha', 'warrant', 'sexual', 'assault', 'prior', 'convictions', 'gun', 'use']",Facebook posts,half-true
1873,Tom Kertscher,"['april', 'asked', 'he', 'would', 'handle', 'covid', '19', 'pandemic', 'tommy', 'tuberville', 'said', 'he', 'clue', 'winning', 'republican', 'nomination', 'july', 'he', 'still', 'said', 'he', 'clue']",Doug Jones,mostly-true
1874,Haley BeMiller,"['police', 'training', 'wisconsin', '21', 'weeks', 'cosmetology', 'license', 'takes', '40', 'weeks']",Facebook posts,half-true
1875,Eric Litke,"['says', 'jacob', 'blake', 'declared', 'he', 'gun', 'car', 'going', 'go', 'get', 'brandishing', 'knife']",Facebook posts,false
1876,Madeline Heim,"['police', '20.8', 'times', 'likely', 'kill', 'killed', 'criminal']",Chris Larson,true
1877,Ciara O'Rourke,"['blm', 'rioters', 'burned', 'black', 'church', 'black', 'community', 'blm', 'sign', 'front']",Facebook posts,false
1878,Ciara O'Rourke,"['photo', 'shows', 'lemon', 'jeffrey', 'epstein', 'embracing']",Viral image,pants-fire
1879,Paul Specht,"['says', 'james', 'madison', 'signed', 'declaration', 'independence']",Madison Cawthorn,false
1880,Jon Greenberg,"['president', 'trump', 'marshalled', 'full', 'resources', 'our', 'federal', 'government', 'outset', 'he', 'directed', 'us', 'forge', 'seamless', 'partnership', 'governors', 'across', 'america', 'political', 'parties']",Mike Pence,barely-true
1881,Julie Appleby,"['drug', 'overdose', 'deaths', 'decreased', '2018', 'first', 'time', '30', 'years']",Ryan Holets,mostly-true
1882,Daniel Funke,"['jacob', 'blake', 'child', '16', 'yo', 'girl', 'rapist']",Facebook posts,false
1883,Ciara O'Rourke,"['photos', 'show', 'person', 'shot', 'three', 'people', 'protest', 'police', 'shooting', 'jacob', 'blake', 'police', 'officer']",Viral image,false
1884,Ciara O'Rourke,"['photos', 'show', 'jacob', 'blake', 'posing', 'gun']",Viral image,false
1885,Tom Kertscher,"['says', 'jill', 'schupp', 'shown', 'disturbing', 'pattern', 'putting', 'sex', 'offenders', 'our', 'safety']",Ann Wagner,barely-true
1886,Noah Y.,"['says', 'nancy', 'pelosi', 'passed', 'bill', 'awarding', '$', '9', 'billion', 'contract', 'husband', 'company']",Facebook posts,pants-fire
1887,Bill McCarthy,"['says', 'joe', 'biden', 'kamala', 'harris', 'would', 'raise', 'federal', 'income', 'tax', 'rate', 'person', 'bi-weekly', 'gross', 'salary', '$', '3,000', '39.6', '%', 'costing', 'nearly', 'half', 'paycheck']",Facebook posts,false
1888,Ciara O'Rourke,"['clicking', 'link', 'text', 'message', 'lets', 'sex', 'traffickers', 'track']",Facebook posts,false
1889,Miriam Valverde,"['says', 'joe', 'biden', 'voted', 'iraq', 'war', '…', 'he', 'supported', 'war', 'serbia', 'syria', 'libya']",Rand Paul,mostly-true
1890,Jon Greenberg,"['says', 'donald', 'trump', 'proposes', 'cutting', 'half', 'billion', 'dollars', 'local', 'police', 'support']",Joe Biden,mostly-true
1891,Bill McCarthy,"['democrats', 'joe', 'biden', 'want', 'abolish', 'suburbs', 'altogether', 'ending', 'single-family', 'home', 'zoning']",Patricia McCloskey,false
1892,Ciara O'Rourke,"['says', 'michelle', 'obama', 'said', 'vote', 'democrat', 'riots', 'violence', 'continue']",Facebook posts,false
1893,Noah Y.,"['sen', 'steve', 'daines', 'voted', 'give', 'billions', 'tax', 'breaks', 'big', 'drug', 'companies', 'even', 'raised', 'prices']",Duty and Honor,half-true
1894,Louis Jacobson,"['says', 'joe', 'biden', 'kamala', 'harris', 'want', 'massive', 'tax', 'hikes', 'working', 'families']",Nikki Haley,false
1895,Ciara O'Rourke,"['melania', 'dug', 'wh', 'rose', 'garden', 'removing', 'roses', 'every', 'first', 'lady', 'since', '1913']",Facebook posts,false
1896,Clara Hendrickson,"['says', 'rep', 'elissa', 'slotkin', 'voted', 'condemning', 'cyber', 'attacks', 'chinese', 'communist', 'party', 'american', 'organizations', 'developing', 'covid', '19', 'treatments']",Paul Junge,false
1897,Bill McCarthy,"['says', 'joe', 'biden', 'democratic', 'national', 'convention', 'speech', 'taped', 'segments', 'segments', 'edited', 'together']",Rush Limbaugh,pants-fire
1898,Bill McCarthy,"['qanon', 'violence', 'none']",Greg Gutfeld,false
1899,Madlin Mekelburg,"['says', 'video', 'shared', 'social', 'media', 'shows', 'vehicles', 'broken', 'windows', 'parking', 'garage', 'used', 'state', 'agencies', 'texas', 'night', 'city', 'austin', 'voted', 'cut', '$', '150', 'million', 'police', 'department']",George P. Bush,false
1900,Michelle Andrews,"['#demconvention', 'know', '@nygovcuomo', 'forced', 'nursing', 'homes', 'across', 'ny', 'take', 'covid', 'positive', 'patients', 'planted', 'seeds', 'infection', 'killed', 'thousands', 'grandmothers', 'grandfathers']",Michael Caputo,barely-true
1901,Noah Y.,"['3', 'months', 'melania', 'took', '21', 'trips', 'ny', 'get', 'hair', 'done', 'taxpayer', 'cost', '$', '675,000', '$', '32,143', 'trip']",Facebook posts,false
1902,Louis Jacobson,"['way', 'trying', 'steal', 'election', 'everybody', 'knows', 'way', 'going', 'win', 'rigged', 'election']",Donald Trump,pants-fire
1903,Jon Greenberg,"['says', 'donald', ""trump's"", 'payroll', 'tax', 'deferral', 'could', 'leave', 'american', 'workers', 'liable', 'thousands', 'dollars', 'tax', 'season', 'could', 'potentially', 'leave', 'programs', 'like', 'social', 'security', 'medicare', 'weakened']",Eugene DePasquale,mostly-true
1904,Haley BeMiller,"['kanye', 'west', 'access', 'wisconsin', 'ballot', 'denied', 'liberals']",Republican Party of Wisconsin,barely-true
1905,Ciara O'Rourke,"['photos', 'show', 'former', 'president', 'barack', 'obama', 'acting', 'inappropriately', 'child']",Viral image,pants-fire
1906,Daniel Funke,"['dnc', 'omitted', 'one', 'nation', 'god', 'pledge', 'allegiance']",Peggy Hubbard,barely-true
1907,Samantha Putterman,"['says', 'photo', 'shows', 'joe', 'biden', 'kissing', 'biting', 'child', 'cheek']",Viral image,false
1908,Ciara O'Rourke,"['says', 'nancy', 'pelosi', 'wants', 'remove', 'votes', 'soldiers', 'overseas', 'said', 'even', 'live']",Viral image,false
1909,Ciara O'Rourke,"['post', 'office', 'advises', 'never', 'send', 'cash', 'mail', 'secure', 'vote', 'mail']",Facebook posts,barely-true
1910,Ciara O'Rourke,"['usps', 'employee', 'caught', 'taking', 'trump', 'signs', 'people', 'also', 'responsible', 'mail', 'ballots', 'pushing', 'hard']",Viral image,half-true
1911,Jon Greenberg,"['says', 'president', 'barack', 'obama', 'spied', 'campaign', 'got', 'caught']",Donald Trump,false
1912,Bill McCarthy,"['says', 'joe', 'biden', 'told', 'americans', 'if', 'elect', 'taxes', 'going', 'raised', 'cut']",America First,barely-true
1913,Paul Specht,"['unc', '14', '%', 'students', 'tested', 'positive']",Chris Murphy,barely-true
1914,John Pullano,"['says', 'gov', 'andrew', 'cuomo', 'democratic', 'lawmakers', 'granting', 'free', 'tuition', 'illegal', 'immigrants', 'closing', 'excelsior', 'scholarship', 'applications', 'citizen', 'students']",Robert Ortt,barely-true
1915,Phil Galewitz,"['fact', 'terms', 'risk', 'schoolkids', 'lower', 'risk', 'seasonal', 'influenza']",Ron DeSantis,mostly-true
1916,Ciara O'Rourke,"['thousands', 'seattle', 'democrats', 'gather', 'demand', 'mail-in', 'voting', 'dangerous', 'vote', 'in-person']",Viral image,false
1917,Bill McCarthy,"['biden', 'tax', 'rate', 'family', 'making', '75,000', 'dollars', 'would', 'go', '12', '%', '25', '%']",Facebook posts,false
1918,Ciara O'Rourke,"['photos', 'show', 'kamala', 'harris', 'joe', 'biden', 'gretchen', 'whitmer', 'cory', 'booker', 'violating', 'covid', '19', 'safety', 'precautions']",Viral image,false
1919,Noah Y.,"['goodyear', 'tires', 'announced', 'ban', 'maga', 'hats', '…', 'radical', 'left', 'democrats']",Donald Trump,barely-true
1920,Paul Specht,"['cal', 'cunningham', 'silent', 'defunding', 'police', 'assume', 'silence', 'consent']",Thom Tillis,false
1921,Warren Fiske,"['ran', 'congress', 'promised', 'refuse', 'money', 'corporate', 'pacs', 'kept', 'promise']",Abigail Spanberger,mostly-true
1922,Ciara O'Rourke,"['says', 'kamala', 'harris', 'inaccurately', 'claimed', 'bussed', '60', 'due', 'segregation', 'type', 'issues']",Facebook posts,false
1923,Ciara O'Rourke,"['says', 'mike', 'pence', 'said', 'he', 'debate', 'kamala', 'harris']",Facebook posts,false
1924,Tom Kertscher,"['amid', 'covid', '19', '25', '26', 'republican', 'governors', 'decided', 'play', 'football', 'three-fourths', '24', 'democratic', 'governors', 'decided', 'play', 'already', 'probably', 'play']",Tommy Tuberville,false
1925,Ciara O'Rourke,"['says', 'kamala', 'harris', 'said', 'like', 'joe', 'biden', 'like', 'history', 'certain', 'people', 'he', 'aligned', 'he', 'trash']",Facebook posts,false
1926,Ciara O'Rourke,"['says', 'condoleezza', 'rice', 'said', 'if', 'taught', 'bitterness', 'anger', 'believe', 'victim', 'feel', 'aggrieved', 'twin', 'brother', 'aggrievement', 'entitlement', 'think', 'owed', 'something', 'work', 'really', 'bad', 'road', 'nowhere', 'people', 'play', 'sense', 'victimhood', 'aggrievement', 'entitlement', 'still', 'job']",Facebook posts,half-true
1927,Ciara O'Rourke,"['coloring', 'book', 'describes', 'joe', 'biden', 'america', 'sexiest', 'moderate', 'marketed', 'children']",Viral image,false
1928,Patrick Orsagos,"['west', 'virginia', 'alone', 'overdoses', 'increased', '50', '%', '#covid-19', 'pandemic']",Carol Miller,mostly-true
1929,Louis Jacobson,"['united', 'states', 'major', 'industrial', 'economy', 'unemployment', 'rate', 'triple', 'since', 'coronavirus', 'pandemic', 'began']",Bill Clinton,mostly-true
1930,Clara Hendrickson,"['8', '%', 'votes', 'cast', 'michigan', 'aug', '4', 'primary', '864', 'mailed', 'ballots', 'came', 'dead', 'voters', 'nothing', 'see']",Donald Trump Jr.,pants-fire
1931,Ciara O'Rourke,"['photo', 'shows', 'kamala', 'harris', 'listed', 'caucasian', 'birth', 'certificate']",Viral image,false
1932,Bill McCarthy,"['coronavirus', 'seen', 'big', 'surge', 'new', 'zealand', 'terrible', 'we', 'want']",Donald Trump,false
1933,Chris Nichols,"['california', 'democrats', 'intentionally', 'implemented', 'rolling', 'blackouts']",Donald Trump,false
1934,Ciara O'Rourke,"['says', 'ben', 'shapiro', 'tweeted', 'usps', 'bloated', 'outdate', 'government', 'agency', 'also', 'ineffective', 'incompetent', '2', 'months', 'since', 'wife', 'went', 'hawaii', 'vacation', 'personal', 'trainer', 'she', 'said', 'she', 'would', 'send', 'postcards', 'every', 'day', 'far', 'none', 'arrived']",Viral image,false
1935,Jon Greenberg,"['our', 'covid', '19', 'numbers', 'better', 'almost', 'countries']",Donald Trump,false
1936,Daniel Funke,"['postmaster', 'general', 'louis', 'dejoy', 'gave', '$', '400,000', 'republicans', 'year', '$', '30', '$', '75', 'million', 'assets', 'direct', 'competitors', 'united', 'states', 'postal', 'service']",Really American,mostly-true
1937,Aaron Sharockman,"['last', '24', 'hours', 'protocol', 'regarding', 'masks', 'masks', 'used', 'healthcare', 'workers', 'caretakers', 'people', 'sick', 'symptoms', 'like', 'fever', 'cough']",Facebook posts,false
1938,Louis Jacobson,"['one', 'states', 'determined', 'outcome', '2016', 'presidential', 'race', 'winning', 'margin', 'averaged', 'two', 'votes', 'per', 'precinct', 'two', 'votes']",Michelle Obama,true
1939,Samantha Putterman,"['social', 'security', 'beneficiaries', 'count', 'post', 'office', 'get', 'checks']",Eva Longoria Baston,half-true
1940,Laura Schulte,"['says', 'democratic', 'presidential', 'nominee', 'joe', 'biden', 'backs', 'fracking', 'ban', 'would', 'cost', '100,000', 'wisconsin', 'jobs']",Wisconsin Trump Victory,false
1941,Ciara O'Rourke,"['contractors', 'hired', 'government', 'officials', 'frame', 'donald', 'trump', 'behind', 'fake', 'news', 'mainstream', 'media', 'recent', 'protests']",Facebook posts,pants-fire
1942,Noah Y.,"['doug', 'collins', 'repeatedly', 'joined', 'liberal', 'stacey', 'abrams', 'raise', 'taxes', '...', 'kelly', 'never', 'voted', 'tax', 'increase', '—', 'never']",Kelly Loeffler,barely-true
1943,Chris Nichols,"['past', 'three', 'years', 'state', 'senator', 'represents', 'speaker', 'nancy', 'pelosi', 'san', 'francisco', 'led', 'push', 'abolish', 'single-family', 'zoning', 'california']",Donald Trump,half-true
1944,Madison Czopek,"['says', 'kamala', 'harris', 'said', 'if', 'elected', 'surrender', 'guns', 'sign', 'executive', 'order', 'police', 'show', 'door']",Facebook posts,false
1945,Eric Litke,"['says', 'picture', 'stacked', 'mailboxes', 'proof', 'voter', 'suppression', 'wisconsin']",Facebook posts,false
1946,Victoria Knight,"['[', 'steve', ']', 'bullock', 'health', 'care', 'plan', 'force', 'rural', 'hospitals', 'close', 'medicare', 'we', 'know', 'change', 'replaced', 'government-run', 'program', 'fewer', 'doctors', 'longer', 'wait', 'times']",National Republican Senatorial Committee,false
1947,Ciara O'Rourke,"['photo', 'shows', 'barack', 'obama', 'george', 'clooney', 'compromising', 'situation', 'child']",Viral image,false
1948,Jill Terreri,"['new', 'york', 'mail-in', 'voting', 'disastrous', 'state', 'condition', 'votes', 'many', 'weeks', 'ago', 'missing', 'total', 'mess', 'idea', 'going', 'rigged', 'election']",Donald Trump,barely-true
1949,Ciara O'Rourke,"['kamala', 'harris', 'refused', 'sworn', 'using', 'bible']",Facebook posts,false
1950,Tom Kertscher,"['says', 'sara', 'gideon', 'husband', 'law', 'firm', 'took', '$', '2', 'million', 'federal', 'program', 'she', 'falsely', 'attacked', 'susan', 'collins']",Susan Collins,half-true
1951,Kiannah Sepeda-Miller,"['covid', '19', 'struck', 'illinois', 'department', 'employment', 'security', 'hit', 'something', 'one', 'expected', '10', '20', 'times', 'claims', 'even', 'worst', 'recession', 'lifetime']",JB Pritzker,mostly-true
1952,Sophie Austin,"['says', 'kamala', 'harris', 'wants', 'eliminate', 'beef']",Facebook posts,false
1953,Tom Kertscher,"['says', 'susan', 'collins', 'voted', 'accountability', 'opioid', 'makers', 'denied', 'taking', 'campaign', 'money', 'family', 'made', 'wealth', 'selling', 'oxycontin']",Senate Majority PAC,barely-true
1954,Ciara O'Rourke,"['kamala', 'harris', 'prosecutor', 'refused', 'charge', 'police', 'murder', 'oscar', 'grant']",Viral image,false
1955,Eric Litke,"['says', 'biden', 'supports', 'school', 'choice', 'ban', 'would', 'impact', '74,000', 'wisconsin', 'students']",Facebook posts,false
1956,Madlin Mekelburg,"['says', 'texas', 'average', 'age', 'republican', 'voter', 'like', '20', 'years', 'older', 'average', 'democrat']",Gene Wu,false
1957,Tom Kertscher,"['says', 'kamala', 'harris', 'advocated', 'restoring', 'voting', 'rights', 'boston', 'bomber']",Nancy Mace,barely-true
1958,Lawrence Andrea,"['gop-backed', 'racist', 'disenfrachisement', 'led', 'five', 'polling', 'places', 'open', 'milwaukee', 'april', '7', 'election']",Mandela Barnes,barely-true
1959,Jessica Calefati,"['trump', 'administration', 'added', '209,000', 'jobs', 'including', '16,000', 'new', 'manufacturing', 'jobs', 'pennsylvania', 'last', 'three', 'years']",Mike Pence,false
1960,Paul Specht,"['cal', 'cunningham', 'voted', '$', '1', 'billion', 'new', 'taxes']",National Republican Senatorial Committee,true
1961,Samantha Putterman,"['illinois', 'couple', 'received', 'five', 'vote-by-mail', 'applications', 'vote', 'five', 'times']",Facebook posts,false
1962,Jon Greenberg,"['says', 'donald', 'trump', 'promised', 'if', 'he', 'wins', 'reelection', 'he', 'gut', 'social', 'security', 'medicare']",Kamala Harris,barely-true
1963,Nusaiba Mizan,"['depending', 'study', 'look', 'either', '68', '%', '5', '6', 'individuals', '...', 'making', 'unemployment', 'job']",Ron Johnson,mostly-true
1964,Jon Greenberg,"['says', 'tommy', 'tuberville', 'privatizing', 'social', 'security', 'cutting', 'medicare']",Doug Jones,half-true
1965,Patrick Orsagos,"['says', 'anthony', 'fauci', 'bill', 'gates', 'george', 'soros', 'jeffrey', 'epstein', 'connected', 'moderna', 'inc', 'efforts', 'create', 'coronavirus', 'vaccine']",Facebook posts,pants-fire
1966,Ciara O'Rourke,"['developing', 'kamala', 'sister', 'takes', 'hydroxychloroquine']",Paul Sperry,half-true
1967,Bill McCarthy,"['says', 'kamala', 'harris', 'said', 'she', 'believed', 'joe', 'biden', 'committed', 'sexual', 'assault', 'various', 'women']",Tucker Carlson,barely-true
1968,Sophie Austin,"['democrats', 'want', 'anything', 'protecting', 'people', 'eviction']",Donald Trump,false
1969,Daniel Funke,"['fbi', 'raided', 'cleveland', 'office', 'linked', 'ukraine', 'biden', 'pelosi', 'kerry', 'romney', 'sons', 'getting', 'tens', 'millions', 'dollars', 'no-show', 'jobs', 'ukraine']",Facebook posts,false
1970,Ciara O'Rourke,"['says', 'donald', 'trump', 'tweeted', 'thinks', 'child', 'lifes', 'matter', 'painted', 'streets', 'hollywood']",Viral image,pants-fire
1971,Jessica Calefati,"['says', 'u', 'senate', 'dominated', 'millionaires', 'he', 'one']",Cory Booker,true
1972,Amy Sherman,"['says', 'kamala', 'harris', 'called', 'joe', 'biden', 'racist', 'democratic', 'presidential', 'debate']",Instagram posts,false
1973,Amy Sherman,"['donald', 'trump', 'says', 'he', 'terminate', 'social', 'security', 'if', 're-elected']",Social Security Works,barely-true
1974,Samantha Putterman,"['say', 'joe', 'biden', 'pedophile']",Facebook posts,pants-fire
1975,Noah Y.,"['graph', 'shows', 'number', 'human', 'trafficking', 'arrests', 'increased', 'dramatically', 'president', 'donald', 'trump']",Viral image,false
1976,Madison Czopek,"['says', 'series', '11', 'photos', '1918', 'flu', 'pandemic']",Facebook posts,barely-true
1977,Noah Y.,"['photo', 'shows', 'kamala', 'harris', 'parents']",Viral image,pants-fire
1978,Miriam Valverde,"['asked', 'asylum', 'seekers', 'camps', 'mexico', 'first', 'time', 'ever', 'seek', 'asylum', 'third', 'country']",Joe Biden,mostly-true
1979,Hannah Roesch,"['central', 'park', 'actually', 'used', 'town', 'called', 'seneca', 'village', 'founded', 'african', 'americans', '1825']",TikTok posts,mostly-true
1980,D.L. Davis,"['34', '%', 'wisconsin', 'renters', 'risk', 'eviction']",Democratic Party of Wisconsin,mostly-true
1981,Louis Jacobson,"['if', 'joe', 'biden', 'serve', 'full', 'term', 'kamala', 'harris', 'cannot', 'constitutional', 'law', 'become', 'president']",Facebook posts,false
1982,Amy Sherman,"['if', 'vaccine', 'came', 'tomorrow', 'heck', 'would', 'we', 'get', 'people', 'game', 'plan']",Joe Biden,mostly-true
1983,Ciara O'Rourke,"['says', 'ruth', 'bader', 'ginsburg', 'said', 'age', 'consent', 'sexual', 'acts', 'must', 'lowered', 'age', '12', 'years', 'old']",Viral image,false
1984,Bill McCarthy,"['says', 'joe', 'biden', 'owns', 'private', 'island', 'next', 'jeffrey', 'epstein']",Facebook posts,pants-fire
1985,Jon Greenberg,"['trump', 'plan', 'would', 'suspend', '7.65', '%', 'employer', 'matches', 'see', 'get', 'wage', 'salary', 'increase', '7.65', '%']",Facebook posts,half-true
1986,Jon Greenberg,"['let', 'splain', 'payroll', 'taxes', 'helps', 'helps', 'employers']",Facebook posts,half-true
1987,Jon Greenberg,"['killing', 'payroll', 'tax', 'means', 'killing', 'social', 'security']",Facebook posts,half-true
1988,Louis Jacobson,"['president', 'donald', 'trump', 'put', 'hold', 'evictions', 'december']",Facebook posts,false
1989,Eric Litke,"['third', 'party', 'votes', 'siphon', 'democrats']",Instagram posts,false
1990,Ciara O'Rourke,"['photos', 'movie', 'lilo', 'stitch', 'support', 'child', 'sex-trafficking', 'conspiracy', 'theories']",Viral image,false
1991,Emily Venezky,"['says', 'pelosi', 'blackmails', 'congress', 'she', 'demands', 'mail-in', 'voting', '2nd', 'stimulus', 'family']",Facebook posts,false
1992,Ciara O'Rourke,"['herd', 'immunity', 'reached']",Facebook posts,false
1993,Tom Kertscher,"['black', 'lives', 'matter', 'injures', '1000', 'police', 'officers', 'kills', '36', 'people', '$', '8', 'billion', 'damage']",Facebook posts,false
1994,Jon Greenberg,"['video', 'shows', 'missile', 'attack', 'beirut', 'explosion']",Bloggers,false
1995,Ciara O'Rourke,"['photos', 'show', 'six', 'fires', 'around', 'world', 'last', '24', 'hours']",Viral image,mostly-true
1996,Ciara O'Rourke,"['photo', 'showing', 'ellen', 'degeneres', 'girl', 'evidence', 'child', 'sex-trafficking', 'conspiracy']",Viral image,pants-fire
1997,Daniel Funke,"['beirut', 'explosion', 'linked', 'human', 'trafficking', 'hrc']",Facebook posts,false
1998,Haley BeMiller,"['3.8', '%', 'wisconsin', 'coronavirus', 'funding', 'spent']",Bryan Steil,half-true
1999,Ciara O'Rourke,"['photo', 'shows', 'bill', 'clinton', 'among', 'others', 'wearing', 'mask', 'john', 'lewis', 'funeral']",Viral image,false
2000,Ciara O'Rourke,"['man', 'funds', '#antifa', 'he', 'real', '#nazi', 'name', 'george', 'soros']",Viral image,pants-fire
2001,Tom Kertscher,"['scores', 'politicians', 'others', 'list', 'sex', 'cases', 'newly', 'unsealed', 'ghislaine', 'maxwell', 'court', 'documents']",Facebook posts,false
2002,Emily Venezky,"['retail', 'market', 'we', 'participate', 'extraordinarily', 'large', 'competitive', 'amazon', 'accounts', 'less', '1', '%', '$', '25', 'trillion', 'global', 'retail', 'market', 'less', '4', '%', 'u', 'retail']",Jeff Bezos,half-true
2003,Sophie Austin,"['average', 'cost', 'child', 'care', 'country', 'costs', 'send', 'child', 'college', 'one', 'year']",Linda Sánchez,barely-true
2004,Haley BeMiller,"['gop', 'lawyer', 'helped', 'kanye', 'west', 'get', 'ballot', 'wisconsin', 'actively', 'working', 'donald', ""trump's"", 'campaign']",Instagram posts,true
2005,Ciara O'Rourke,"['says', 'angela', 'merkel', 'daughter', 'adolf', 'hitler', 'justin', 'trudeau', 'son', 'fidel', 'castro', 'barbara', 'bush', 'daughter', 'aleister', 'crowley']",Viral image,pants-fire
2006,Bill McCarthy,"['beirut', 'bombing', 'today', 'directly', 'next', 'lebanon', 'central', 'bank', 'also', 'owned', 'evil', 'deep', 'state', 'family', 'rothschilds', 'coincidences']",Facebook posts,false
2007,Tom Kertscher,"['california', 'six', 'extra', 'congressional', 'representatives', 'illegals', 'counted', 'census']",Facebook posts,barely-true
2008,Miriam Valverde,"['mark', 'kelly', 'criticized', 'paycheck', 'protection', 'program', 'turned', 'around', 'took', 'money', 'multi-million', 'dollar', 'company']",Martha McSally,barely-true
2009,Amy Sherman,"['children', 'almost', 'immune', 'disease']",Donald Trump,false
2010,Paul Specht,"['direct', 'correlation', 'north', 'carolina', 'mask', 'requirement', 'covid', '19', 'stabilization']",Mandy Cohen,mostly-true
2011,Daniel Funke,"['israel', 'dropped', 'tactical', 'nuclear', 'weapon', 'port', 'beirut']",Bloggers,false
2012,Ciara O'Rourke,"['photo', 'shows', 'angela', 'merkel', 'theresa', 'may', 'dalia', 'grybauskaitė', 'teenagers']",Viral image,false
2013,Jon Greenberg,"['say', 'sam', 'hyde', 'identified', 'perpitrator', 'sic', 'beirut', 'explosion']",Bloggers,pants-fire
2014,Jon Greenberg,"['five', 'randomized', 'controlled', 'placebo', 'controlled', 'trials', 'show', 'benefit', 'hydroxychloroquine']",Brett Giroir,mostly-true
2015,Warren Fiske,"['...', 'virginia', 'state', 'steepest', 'drop', 'number', 'abortions', '2011', '2017']",The Family Foundation,mostly-true
2016,Ciara O'Rourke,"['john', 'lewis', 'funeral', 'obama', 'told', 'room', 'full', 'people', 'rooms', 'full', 'people', 'dangerous', 'we', 'must', 'mail', 'vote']",Facebook posts,false
2017,Ciara O'Rourke,"['photo', 'shows', 'myrtle', 'beach', '30', 'minutes', 'ago']",Viral image,false
2018,Laura Schulte,"['says', 'joe', 'biden', 'absolutely', 'board', 'defunding', 'police']",Donald Trump,false
2019,Ciara O'Rourke,"['says', 'bubba', 'watson', 'wrote', 'viral', 'facebook', 'post', 'black', 'lives', 'matter']",Facebook posts,pants-fire
2020,Ciara O'Rourke,"['photo', 'shows', '7', 'marines', 'killed', 'training', 'exercise', 'yesterday']",Viral image,barely-true
2021,Julie Appleby,"['five', 'veterinary', 'labs', 'clia', 'certification', 'officially', 'test', 'human', 'patients', 'lot', 'labs', 'surveillance', 'testing', 'need', 'clia', 'certification']",Brett Giroir,mostly-true
2022,Ciara O'Rourke,"['says', 'bill', 'gates', 'said', 'we', 'need', 'develop', 'digital', 'certificate', 'shows', 'received', 'vaccinations', 'required', 'vaccinations', 'may', 'travel', 'visit', 'churches', 'participate', 'sports', 'music', 'events', 'get', 'job', 'etc']",Viral image,false
2023,Jessica Calefati,"['federal', 'agents', 'portland', 'kidnapping', 'holding', 'citizens', 'without', 'charges']",Bob Casey,mostly-true
2024,Samantha Putterman,"['photo', 'shows', 'large', 'crowd', 'berlin', 'protesting', 'covid', 'hoax']",Viral image,false
2025,Miriam Valverde,"['know', 'bill', 'medical', 'malpractice', 'suits', '2024', 'even', 'if', 'covid', 'related']",Charles Schumer,barely-true
2026,Clara Hendrickson,"['says', 'haley', 'stevens', 'plan', 'socialized', 'medicine', 'would', 'eliminate', '100,000', 'doctors', 'nurses']",Eric Esshaki,barely-true
2027,Ciara O'Rourke,"['$', '258,000', 'month', 'amount', 'blake', 'griffin', 'pay', 'child', 'support', 'ex', 'brynn', 'cameron']",Viral image,false
2028,Tom Kertscher,"['white', 'house', 'doctored', 'photo', 'donald', 'trump', 'event', 'make', 'crowd', 'look', 'bigger']",Facebook posts,false
2029,Jon Greenberg,"['executive', 'order', 'expensive', 'insulin', 'went', 'big', 'dollars', 'virtual', 'pennies', '…', 'especially', 'our', 'seniors']",Donald Trump,barely-true
